2023-01-06T11:53:03.935698+0100|INFO|Mission progress: 0/1
2023-01-06T11:53:06.159919+0100|DEBUG|Taking image
2023-01-06T11:53:06.160753+0100|DEBUG|Took image
2023-01-06T11:53:06.170219+0100|DEBUG|image_contains_mast called
2023-01-06T11:53:06.658501+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:53:06.659255+0100|DEBUG|Did mast check
2023-01-06T11:53:06.661676+0100|INFO|Mission progress: 0/1
2023-01-06T11:53:11.030663+0100|INFO|Mission progress: 0/1
2023-01-06T11:53:11.661544+0100|DEBUG|Taking image
2023-01-06T11:53:11.662155+0100|DEBUG|Took image
2023-01-06T11:53:11.672355+0100|DEBUG|image_contains_mast called
2023-01-06T11:53:12.066888+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:53:12.068789+0100|DEBUG|Did mast check
2023-01-06T11:53:15.644423+0100|INFO|Mission progress: 0/1
2023-01-06T11:53:17.070781+0100|DEBUG|Taking image
2023-01-06T11:53:17.071424+0100|DEBUG|Took image
2023-01-06T11:53:17.082728+0100|DEBUG|image_contains_mast called
2023-01-06T11:53:17.630155+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:53:17.631573+0100|DEBUG|Did mast check
2023-01-06T11:53:20.018188+0100|INFO|Mission progress: 0/1
